# Bundle file v0.3
59 9469
9.9696258046e-01 7.1516967893e-02 3.0837257747e-02
-3.1944001857e-02 1.4383241478e-02 9.9938616316e-01
7.1029528418e-02 -9.9733567352e-01 1.6624091694e-02
5.0975469223e+00 6.2637853064e+01 -3.2676706590e+01
3.0216797148e+03 5.6522472031e-02 1.5611790194e-02
9.9556324910e-01 9.3507878411e-02 1.0492555567e-02
-1.8640634076e-02 8.6695482172e-02 9.9606045004e-01
9.2229842289e-02 -9.9183676583e-01 8.8053882058e-02
4.3063704106e+00 6.3376522973e+01 -2.8322662415e+01
2.9961902546e+03 3.7699508916e-02 1.1002254521e-01
9.9000523219e-01 1.4091219199e-01 5.7787882142e-03
-2.9161447010e-02 1.6444538597e-01 9.8595503196e-01
1.3798278969e-01 -9.7626915816e-01 1.6691099594e-01
5.0768708444e+00 6.3809017763e+01 -2.3386982895e+01
3.0276615061e+03 7.0153617932e-02 9.0122367555e-02
9.9225010939e-01 1.2417098023e-01 4.6139016667e-03
-3.4620297401e-02 2.4060764328e-01 9.7000484380e-01
1.1933631228e-01 -9.6264714702e-01 2.4304179662e-01
4.5086420769e+00 6.3253867908e+01 -1.8835092508e+01
3.0135958547e+03 6.5254832669e-02 5.2389658260e-02
9.9411364495e-01 1.0703020036e-01 1.6810625562e-02
-4.9785277085e-02 3.1347081054e-01 9.4829187338e-01
9.6226228792e-02 -9.4354681238e-01 3.1695413823e-01
4.6462521152e+00 6.2549095504e+01 -1.4288936111e+01
3.0481754529e+03 9.5340721996e-02 -3.0204308560e-02
9.9245114821e-01 1.2252701445e-01 5.2772290854e-03
-5.1421176760e-02 3.7666787958e-01 9.2492008902e-01
1.1133993442e-01 -9.1820936568e-01 3.8012495285e-01
4.5690173639e+00 6.1357966903e+01 -1.0765761070e+01
3.0296395018e+03 1.1209687463e-01 -1.1385195262e-01
9.9432985374e-01 1.0534454450e-01 1.4514437721e-02
-5.9198886729e-02 4.3497332879e-01 8.9849523930e-01
8.8338178424e-02 -8.9425987844e-01 4.3874324616e-01
4.4710851549e+00 6.0270285597e+01 -7.1213379456e+00
3.0284271687e+03 1.2376202751e-01 -1.5301641324e-01
9.9332668631e-01 1.1411569135e-01 1.6724330887e-02
-7.2154562193e-02 5.0174198360e-01 8.6200272682e-01
8.9976738160e-02 -8.5745704900e-01 5.0662766970e-01
4.9043723688e+00 5.8501437603e+01 -2.9285155802e+00
3.0073766081e+03 1.0151494076e-01 -7.1703118076e-02
9.8872699303e-01 1.4587287585e-01 -3.3764439062e-02
-7.1597517710e-02 6.5866132090e-01 7.4902540665e-01
1.3150182019e-01 -7.3816418799e-01 6.6168036305e-01
2.7525552697e+00 5.3267616158e+01 7.0479319672e+00
3.0057585541e+03 1.3866224375e-01 -2.7381365444e-01
9.8829315650e-01 1.4573198992e-01 -4.5153337959e-02
-6.6004083498e-02 6.7523314462e-01 7.3464526226e-01
1.3755034634e-01 -7.2306458046e-01 6.7694720231e-01
2.3799350195e+00 5.1055948757e+01 7.3916811889e+00
2.9993958923e+03 1.3936517570e-01 -2.1854077024e-01
9.9241734087e-01 1.2017724249e-01 -2.5792478012e-02
-7.4887506617e-02 7.5758305902e-01 6.4842869310e-01
9.7466316681e-02 -6.4158034499e-01 7.6083833896e-01
2.5215244213e+00 4.6172648244e+01 1.2231556776e+01
3.0346472647e+03 1.5355435783e-01 -2.9958288792e-01
9.9396544363e-01 1.0519467978e-01 -3.1093025189e-02
-6.9396712313e-02 8.2255187409e-01 5.6443999747e-01
8.4951710932e-02 -5.5887609877e-01 8.2488830337e-01
1.9187399191e+00 4.0990425023e+01 1.7182417614e+01
3.0111528030e+03 1.2333666839e-01 -2.2238417202e-01
9.9379792125e-01 9.5635572213e-02 -5.6740894003e-02
-5.5564308922e-02 8.6905554376e-01 4.9158424449e-01
9.6323929004e-02 -4.8538263173e-01 8.6897951732e-01
8.5260700034e-01 3.7367556564e+01 2.0892340932e+01
3.0146188593e+03 1.3389323402e-01 -2.5664946822e-01
9.9641266451e-01 8.0310134862e-02 -2.6684906673e-02
-6.1200179764e-02 9.0160011112e-01 4.2821931021e-01
5.8449465375e-02 -4.2505002279e-01 9.0328076373e-01
1.6499941796e+00 3.3415349087e+01 2.3505296466e+01
3.0013644061e+03 1.3308414040e-01 -2.3253041661e-01
9.9322350995e-01 1.0815404828e-01 -4.2541287273e-02
-8.4980498879e-02 9.2554495369e-01 3.6897812065e-01
7.9280351231e-02 -3.6286256427e-01 9.2846399250e-01
1.7362552975e+00 3.0283407842e+01 2.5455598970e+01
3.0201646841e+03 1.0253725721e-01 -1.7810679874e-01
9.9119518138e-01 1.1510410418e-01 -6.5445837188e-02
-1.0535401521e-01 9.8498734560e-01 1.3674962701e-01
8.0203764765e-02 -1.2865058962e-01 9.8844139022e-01
5.4483024020e-01 1.6213430798e+01 3.0933655488e+01
2.9950986314e+03 1.0838271740e-01 -1.8792680971e-01
9.9387092214e-01 8.0800462265e-02 -7.5444518896e-02
-8.0055422577e-02 9.9670754720e-01 1.2852807753e-02
7.6234634186e-02 -6.7342890526e-03 9.9706716419e-01
1.7170273098e-01 8.8137567128e+00 3.2528583720e+01
3.0122039875e+03 1.1272618680e-01 -1.6140376993e-01
9.9297319387e-01 1.0112103182e-01 -6.1471726668e-02
-1.0156141957e-01 9.9482092806e-01 -4.0742054976e-03
6.0741372309e-02 1.0288732669e-02 9.9810050980e-01
6.5532669007e-01 6.3203631286e+00 3.3176378947e+01
3.0075667578e+03 1.6653139025e-01 -3.1893507715e-01
9.9479449639e-01 8.9077934343e-02 -4.9487691136e-02
-8.0619103204e-02 9.8501879113e-01 1.5244192766e-01
6.2325517722e-02 -1.4765873738e-01 9.8707265544e-01
6.5961071341e-01 1.7148602965e+01 3.1213860935e+01
3.0140958453e+03 1.4209492023e-01 -3.1409526903e-01
9.9092562847e-01 7.1989181463e-02 -1.1350751781e-01
-8.0752301676e-02 9.9393924932e-01 -7.4591114931e-02
1.0744982373e-01 8.3080240762e-02 9.9073316739e-01
-1.2843975673e+00 2.1913537809e+00 3.3721605000e+01
3.0072177600e+03 1.5736744164e-01 -3.4416579766e-01
9.9196674581e-01 7.9403135309e-02 -9.8473942311e-02
-9.7084511042e-02 9.7692550009e-01 -1.9023975660e-01
8.1096072203e-02 1.9827180682e-01 9.7678642379e-01
-6.6983855691e-01 -4.6209170497e+00 3.3970541374e+01
3.0045322017e+03 1.3426055577e-01 -2.5193037636e-01
9.9325564771e-01 5.0267709290e-02 -1.0448146098e-01
-7.5424501137e-02 9.6452831218e-01 -2.5297485969e-01
8.8058860510e-02 2.5914917019e-01 9.6181461035e-01
-8.3089554659e-01 -8.9032180138e+00 3.3842006737e+01
3.0056771863e+03 1.3339159940e-01 -2.7881438601e-01
9.9600012776e-01 5.2425851818e-02 -7.2355204185e-02
-7.4572834132e-02 9.3380375309e-01 -3.4992776844e-01
4.9220299888e-02 3.5392383471e-01 9.3397820173e-01
2.7488048552e-01 -1.4100374906e+01 3.3126025504e+01
3.0018084046e+03 8.4201933943e-02 -1.5807283429e-01
9.9404674033e-01 4.3875461680e-02 -9.9729744300e-02
-8.0320208556e-02 9.1357333060e-01 -3.9866330870e-01
7.3618897936e-02 4.0430027637e-01 9.1165867757e-01
-6.5040898170e-01 -1.7842687463e+01 3.2473747229e+01
3.0071660711e+03 1.3524696047e-01 -2.3565651684e-01
9.9437835516e-01 2.1865735726e-02 -1.0360297479e-01
-6.8662925802e-02 8.7799400555e-01 -4.7372136203e-01
8.0604524708e-02 4.7817195215e-01 8.7455960047e-01
-7.4235083282e-01 -2.2670757502e+01 3.1140731390e+01
3.0073315392e+03 1.7176747863e-01 -3.2973775317e-01
9.9741373634e-01 1.3810933727e-02 -7.0534365208e-02
-5.2119648086e-02 8.1473532042e-01 -5.7748584394e-01
4.9491219919e-02 5.7966853958e-01 8.1334802107e-01
7.4802878012e-01 -2.9103660496e+01 2.7308951768e+01
2.9942257146e+03 1.4386178266e-01 -2.9001903173e-01
9.9842557321e-01 6.6659191803e-03 -5.5695065232e-02
-4.2447923358e-02 7.3886316117e-01 -6.7251721381e-01
3.6668086564e-02 6.7382252455e-01 7.3798282964e-01
1.7701614180e+00 -3.4774475693e+01 2.0867174878e+01
3.0236834782e+03 6.9779559352e-02 -9.2659752928e-02
9.9893152135e-01 3.2508205079e-02 -3.2848626538e-02
-4.6208067030e-02 6.9034951115e-01 -7.2199886911e-01
-7.9385403150e-04 7.2274530027e-01 6.9111402875e-01
2.3832136846e+00 -3.8759560646e+01 1.8696963336e+01
3.0185536199e+03 7.6993566682e-02 -6.5155689427e-02
9.9909215223e-01 4.2601091558e-02 -1.3544348178e-04
-2.8082808977e-02 6.5620811360e-01 -7.5405720438e-01
-3.2034780892e-02 7.5337643887e-01 6.5680873485e-01
3.6546289064e+00 -4.1370371003e+01 1.7108817312e+01
3.0465947438e+03 1.0748979009e-01 -2.0651207593e-01
9.9959391563e-01 2.2737233346e-02 -1.7176206192e-02
-2.7160300284e-02 5.7785804176e-01 -8.1568523443e-01
-8.6210166376e-03 8.1582050832e-01 5.7824093272e-01
3.3095499404e+00 -4.4705094999e+01 1.2867223062e+01
3.0249436944e+03 7.8932703827e-02 -1.4855319916e-01
9.9843579019e-01 -2.7676530831e-02 -4.8579651147e-02
-2.3513308608e-02 5.8045551697e-01 -8.1395240471e-01
5.0725705345e-02 8.1382148071e-01 5.7889679595e-01
2.8417326548e+00 -4.6680436926e+01 1.3146640313e+01
3.0127720304e+03 9.3772929447e-02 -1.3102613913e-01
9.9972811359e-01 -2.0640092497e-02 -1.0848293960e-02
9.1070126676e-04 4.9945352110e-01 -8.6634020505e-01
2.3299560583e-02 8.6609477937e-01 4.9933652343e-01
4.6114137238e+00 -4.9446083315e+01 7.8925934974e+00
3.0186452785e+03 1.3825445567e-01 -2.1881180321e-01
9.9872125497e-01 -2.5715685282e-02 -4.3526525280e-02
-2.5845753900e-02 4.8023493600e-01 -8.7675903374e-01
4.3449417462e-02 8.7676285835e-01 4.7895619669e-01
3.3194461789e+00 -5.1468501616e+01 6.4979887672e+00
3.0132326402e+03 1.5714135052e-01 -2.7657993437e-01
9.9827188018e-01 5.4826729531e-02 -2.1149065373e-02
-4.2863247835e-02 4.3315962456e-01 -9.0029744065e-01
-4.0199443059e-02 8.9964813643e-01 4.3476112452e-01
2.8803897580e+00 -5.3590121109e+01 3.3736421201e+00
3.0088855174e+03 1.3059249988e-01 -2.4198782967e-01
9.9946485971e-01 3.1658484750e-02 8.2301004105e-03
-3.5748577376e-05 2.5265918761e-01 -9.6755533880e-01
-3.2710746422e-02 9.6703726674e-01 2.5252511124e-01
4.8711080539e+00 -5.5230901412e+01 -7.2824961771e+00
3.0297994553e+03 8.1318775176e-02 -7.1807101523e-02
9.9984335578e-01 1.1872168186e-02 -1.3126900486e-02
-1.6288950647e-02 3.2710951301e-01 -9.4484603856e-01
-6.9234370541e-03 9.4491185733e-01 3.2725165836e-01
4.2172240277e+00 -5.6534707447e+01 -3.2618053680e+00
3.0178087226e+03 8.3210377080e-02 -1.1631970093e-01
9.9889602889e-01 4.6711954023e-02 4.9716018936e-03
-4.7258451769e-03 2.0522271634e-01 -9.7870388938e-01
-4.6737456728e-02 9.7759993354e-01 2.0521690985e-01
4.5603525787e+00 -5.7847028736e+01 -1.1037988805e+01
3.0117662886e+03 1.0038633478e-01 -1.5244290009e-01
9.9736575681e-01 7.2305798170e-02 5.7808912565e-03
-4.7542579180e-03 1.4468728268e-01 -9.8946601117e-01
-7.2380551147e-02 9.8683203322e-01 1.4464990160e-01
4.1158429689e+00 -5.9083328341e+01 -1.4883327681e+01
3.0162999667e+03 1.2960054719e-01 -2.7733513112e-01
9.9999759208e-01 -3.9870862270e-05 2.1941365902e-03
2.1942099244e-03 3.4389080776e-02 -9.9940611193e-01
-3.5607156992e-05 9.9940851984e-01 3.4389085455e-02
5.6838134568e+00 -5.8660953729e+01 -2.1233515340e+01
3.0075032907e+03 8.5328141671e-02 -2.3679562248e-01
9.9901824555e-01 -4.1494699147e-02 1.5515637018e-02
1.8380829807e-02 6.9584401075e-02 -9.9740671555e-01
4.0307445280e-02 9.9671269736e-01 7.0278793283e-02
7.4895898914e+00 -6.1341775932e+01 -1.9131101856e+01
3.0128075150e+03 1.0653948422e-01 -1.8011966231e-01
9.9890740374e-01 -2.2540760826e-04 4.6732728936e-02
4.6707064420e-02 -2.8669969740e-02 -9.9849711215e-01
1.5648947704e-03 9.9958890651e-01 -2.8628116911e-02
8.3375289906e+00 -6.0733756841e+01 -2.5807329283e+01
3.0222614975e+03 2.0695785809e-01 -4.3462482183e-01
9.9823970260e-01 1.1121259116e-02 5.8256448205e-02
5.8827590541e-02 -6.0835726258e-02 -9.9641273025e-01
-7.5372908235e-03 9.9808583399e-01 -6.1382874165e-02
8.6030430958e+00 -6.2615467540e+01 -2.8277190784e+01
3.0132916499e+03 1.1847808519e-01 -1.3254957714e-01
9.9925394203e-01 -1.3825220246e-02 3.6061373037e-02
3.4935111352e-02 -7.4503538701e-02 -9.9660862966e-01
1.6465033706e-02 9.9712490993e-01 -7.3964969133e-02
7.9942841243e+00 -6.3079476151e+01 -3.0665797165e+01
3.0215807817e+03 1.1265365216e-01 -6.8637068484e-02
9.9870758622e-01 -8.1801142328e-03 5.0162166618e-02
4.8060647180e-02 -1.6905067340e-01 -9.8443488562e-01
1.6532737865e-02 9.8557341459e-01 -1.6843904839e-01
8.7925814235e+00 -6.2723362863e+01 -3.7558861837e+01
2.9760734766e+03 2.3238692358e-01 -6.4199097715e-01
9.9531854547e-01 -5.5022031582e-02 7.9457970570e-02
6.5597072585e-02 -2.1919072641e-01 -9.7347442161e-01
7.0978990658e-02 9.7412935563e-01 -2.1455531079e-01
1.2082432354e+01 -6.2921193707e+01 -4.0539990832e+01
3.0177621471e+03 1.3417337130e-01 -2.3463387146e-01
9.9195713260e-01 -3.6420702583e-02 1.2122120072e-01
1.0223543337e-01 -3.3410127645e-01 -9.3697612202e-01
7.4625486560e-02 9.4183324931e-01 -3.2769065787e-01
1.4590535065e+01 -5.9311438129e+01 -4.8043288351e+01
3.0108430410e+03 1.6533670588e-01 -2.4185979331e-01
9.9392791439e-01 8.9603368255e-03 1.0966774078e-01
1.0332157913e-01 -4.1876612851e-01 -9.0219708540e-01
3.7841145462e-02 9.0804991161e-01 -4.1714914087e-01
1.2512315117e+01 -5.7917859751e+01 -5.4375260587e+01
3.0015108105e+03 1.1500582061e-01 -1.4231114203e-01
9.9581750600e-01 -2.3218687992e-02 8.8365079459e-02
6.6981135684e-02 -4.7224258556e-01 -8.7892005771e-01
6.2137124187e-02 8.8116277322e-01 -4.6871221969e-01
1.2287718296e+01 -5.7750409305e+01 -5.7723110913e+01
3.0087737252e+03 7.5145834844e-02 5.2342895670e-02
9.9767713279e-01 3.1153625893e-02 6.0578794167e-02
6.7858475224e-02 -5.3237543988e-01 -8.4378410648e-01
5.9637278041e-03 8.4593489265e-01 -5.3325283998e-01
9.1583278617e+00 -5.6301458065e+01 -6.1989125546e+01
2.9871368036e+03 1.2912823398e-01 -2.3279934083e-01
9.9306398053e-01 8.2950978811e-03 1.1728223195e-01
9.5338120693e-02 -6.4058027460e-01 -7.6194983728e-01
6.8808235870e-02 7.6784640596e-01 -6.3692803639e-01
1.4584494055e+01 -4.9497894374e+01 -6.8484460589e+01
2.9864500335e+03 8.7612460405e-02 1.0793992090e-01
9.9276821029e-01 1.0629776096e-01 5.5785900077e-02
1.1253103207e-01 -6.6218280119e-01 -7.4084458872e-01
-4.1809657417e-02 7.4176460136e-01 -6.6935583117e-01
7.6017658790e+00 -4.9536760816e+01 -7.0537890658e+01
-5.6267468771e+01 -9.8877322658e+00 -1.4943706836e+02
255 255 227
12 23 1161 -1185.4299 -206.0500 26 1268 -1264.4900 -281.1300 24 2924 -1136.9100 36.0699 25 2647 -1201.5200 70.9301 27 741 -1026.1100 204.2100 28 2469 -1097.9700 506.8401 22 1787 -1308.8500 -784.4100 29 535 -1080.4500 613.5100 30 2264 -1232.9800 898.7800 31 194 -1144.2800 1009.2900 20 2744 -1327.3300 -1159.0500 21 2816 -1417.7200 -998.1001
-5.4742210849e+01 -4.3009969921e+00 -1.4656311127e+02
168 146 127
13 23 989 -1156.3500 -59.2800 26 1113 -1238.0200 -130.2000 24 900 -1120.4600 177.5601 25 753 -1183.3400 214.9000 27 618 -1016.5600 347.5500 28 403 -1092.0100 650.4700 22 1623 -1262.3201 -621.7100 29 397 -1083.6100 760.7000 30 128 -1239.9100 1052.5701 31 4 -1155.2100 1163.6699 20 1462 -1275.9700 -986.0801 21 1456 -1373.1500 -830.1101 19 1556 -1403.6500 -1212.0400
-5.5880093749e+01 -7.4067654742e-01 -1.4969850720e+02
125 127 126
10 23 2438 -1134.8600 22.9399 26 2617 -1215.9800 -46.3101 24 4031 -1105.8101 261.1000 25 3733 -1166.1200 302.1599 27 3577 -1004.9300 437.1000 28 3608 -1083.0300 746.2800 22 3075 -1232.6000 -540.0500 20 2624 -1241.8000 -903.5200 21 2689 -1342.5500 -746.8199 19 2578 -1364.2200 -1126.8701
-6.3583782569e+01 -1.1777405412e+00 -1.4984966104e+02
99 97 103
8 23 3520 -1322.3400 31.3600 26 3726 -1409.0200 -41.7700 24 4005 -1294.5200 266.5701 25 3731 -1358.4500 310.7700 22 4088 -1426.1899 -532.8000 20 3457 -1439.6200 -898.2200 21 3560 -1541.0200 -742.9200 19 3360 -1567.2200 -1116.1201
-6.2541522137e+01 -1.8100939566e+00 -1.4916073132e+02
200 181 158
12 23 2437 -1308.3900 15.2300 26 2649 -1394.5100 -57.7100 24 2796 -1277.8800 250.5701 25 2470 -1342.4299 293.5701 27 2358 -1174.6000 423.7600 28 2288 -1258.0800 732.3800 22 3073 -1413.1600 -548.1899 29 2304 -1253.9700 840.6099 30 2114 -1419.9600 1135.5801 20 3458 -1428.6799 -913.3601 21 2688 -1529.0800 -758.2000 19 3361 -1556.6300 -1131.9500
-6.2541522137e+01 -1.8100939566e+00 -1.4916073132e+02
200 181 158
12 23 2436 -1308.3900 15.2300 26 2648 -1394.5100 -57.7100 24 2795 -1277.8800 250.5701 25 2469 -1342.4299 293.5701 27 2357 -1174.6000 423.7600 28 2287 -1258.0800 732.3800 22 3074 -1413.1600 -548.1899 29 2303 -1253.9700 840.6099 30 2113 -1419.9600 1135.5801 20 3459 -1428.6799 -913.3601 21 2687 -1529.0800 -758.2000 19 3362 -1556.6300 -1131.9500
-5.1592012418e+01 -4.2944485132e+00 -1.4640876877e+02
232 216 190
11 23 2514 -1073.5801 -67.4200 26 1116 -1157.9299 -136.7300 24 902 -1043.8000 170.9700 25 756 -1100.3700 208.2000 27 621 -939.0300 341.6300 28 2379 -1010.6800 644.4299 29 2378 -1001.1300 755.0601 30 2148 -1153.9800 1048.3799 31 2268 -1069.7600 1159.8201 20 1464 -1196.5701 -994.3101 21 1459 -1291.3700 -837.0601
-5.7556121047e+01 -7.5102018157e+00 -1.4606644487e+02
61 49 38
12 23 1077 -1247.8500 -134.3199 26 1176 -1329.6899 -208.6899 24 972 -1204.6899 102.9800 25 828 -1269.8700 139.0400 27 673 -1095.2800 269.4700 28 514 -1171.2300 569.5801 22 1730 -1366.1000 -702.0400 29 476 -1158.6500 676.7300 30 255 -1315.1500 961.8501 31 113 -1228.1799 1071.5200 20 1495 -1383.3400 -1070.2500 21 2786 -1477.4299 -913.4199
-5.4421721723e+01 -6.1734861737e+00 -1.4566995225e+02
212 177 157
11 23 992 -1167.5500 -109.0601 26 2718 -1246.8400 -175.4100 24 2882 -1126.4900 133.7000 25 2571 -1189.6400 170.1300 27 2467 -1020.6800 300.8600 28 2377 -1094.5000 602.7200 22 3149 -1277.4299 -669.3800 29 479 -1082.6300 704.8600 30 195 -1237.0300 993.4299 31 41 -1150.6100 1102.9299 20 1500 -1294.8600 -1042.7100
-6.1263609290e+01 -8.0738698842e+00 -1.4676631248e+02
215 200 177
7 23 1074 -1335.8300 -140.3900 26 1175 -1419.1899 -217.3600 24 971 -1291.1200 95.7600 22 3197 -1457.5701 -709.5699 29 474 -1244.4399 668.2700 20 1558 -1477.1300 -1080.1599 21 2784 -1571.5699 -923.1399
-6.2239220606e+01 -9.4211576865e+00 -1.4848886595e+02
133 163 215
8 23 1076 -1344.3600 -175.7000 26 1265 -1426.6799 -254.0900 24 1053 -1294.6500 61.7000 25 904 -1362.1500 99.1400 27 737 -1181.6300 228.7600 31 192 -1313.3201 1029.0400 20 1559 -1492.2600 -1125.2400 21 1558 -1585.9900 -966.5500
-5.3667901654e+01 -7.8693400154e+00 -1.4662195938e+02
254 240 212
11 23 1085 -1144.3300 -154.9301 26 1187 -1223.9200 -227.8300 24 979 -1099.5701 84.4000 27 742 -991.5600 251.7100 28 519 -1062.1699 551.1200 22 1733 -1260.3201 -724.6801 29 485 -1049.4000 660.4500 30 259 -1200.3000 946.3999 31 122 -1113.6200 1057.3899 20 1561 -1276.6000 -1093.7900 21 1514 -1369.2300 -935.2300
-6.3430694589e+01 -5.4107278788e+00 -1.4688201837e+02
231 214 186
7 23 984 -1376.6400 -66.6700 26 2708 -1460.9399 -143.2800 24 898 -1338.2100 166.8700 27 614 -1230.1600 334.8401 30 187 -1467.7100 1030.7500 20 2649 -1507.4399 -998.8000 21 2747 -1605.9100 -844.1299
-6.3426339691e+01 -5.4159646613e+00 -1.4687215752e+02
231 214 186
9 23 983 -1376.6400 -66.6700 26 2709 -1460.9399 -143.2800 24 897 -1338.2100 166.8700 25 746 -1406.0701 207.4600 27 613 -1230.1600 334.8401 22 1670 -1491.8400 -631.7700 30 186 -1467.7100 1030.7500 20 2650 -1507.4399 -998.8000 21 2748 -1605.9100 -844.1299
-6.1869435812e+01 -5.3796268232e+00 -1.4669988554e+02
255 251 227
12 23 985 -1339.2500 -69.5400 26 1112 -1423.9299 -144.9100 24 899 -1301.1100 165.4399 25 747 -1367.2400 204.7700 27 615 -1193.0900 333.5100 28 458 -1273.7400 637.5400 22 1671 -1453.6100 -634.0699 29 392 -1265.0701 743.2700 30 188 -1427.9100 1030.6599 31 38 -1341.8800 1140.7300 20 2651 -1470.6799 -1001.1101 21 2749 -1568.6300 -846.1799
-6.0806977294e+01 -5.7429371867e+00 -1.4650295362e+02
236 220 196
12 23 986 -1316.5800 -80.5601 26 2715 -1400.6899 -155.6400 24 2842 -1277.3800 154.6801 25 825 -1344.1600 192.8600 27 2461 -1169.3201 322.4099 28 461 -1250.1700 625.1899 22 3146 -1431.4900 -646.5699 29 394 -1240.1300 731.2500 30 2182 -1401.0800 1018.1299 31 2265 -1314.8800 1128.3401 20 2652 -1448.2500 -1013.5000 21 2753 -1545.5800 -857.8201
-4.5475401155e+01 -3.3509026396e+01 -1.4942695072e+02
202 173 155
5 23 2999 -1017.9200 -854.4099 26 3168 -1080.3500 -942.2600 24 3380 -921.8100 -575.4100 25 3018 -991.4400 -559.5100 34 1925 -952.8100 1149.9800
-6.1099786032e+01 -6.1543113837e+00 -1.4641694877e+02
96 87 88
12 23 2510 -1327.1600 -90.2700 26 2713 -1411.3700 -166.0300 24 2841 -1286.7800 144.2300 25 2567 -1353.4299 182.6700 27 2463 -1178.3600 311.8401 28 2375 -1257.9900 614.8500 22 3142 -1443.2100 -656.0100 29 2375 -1247.8000 720.3300 30 2181 -1409.4200 1006.7400 31 2267 -1322.8900 1116.8799 20 2679 -1460.7700 -1023.7900 21 2752 -1557.7300 -868.0300
-6.0993453515e+01 -6.9204864122e+00 -1.4632491329e+02
128 119 114
12 23 2512 -1329.3101 -109.9100 26 2762 -1413.0800 -185.9800 24 2878 -1287.2300 124.9399 25 2568 -1353.8900 163.0699 27 2464 -1177.6400 291.5200 28 2376 -1256.3600 593.5000 22 3145 -1447.5300 -677.3000 29 2427 -1245.0701 699.2200 30 2183 -1405.7800 984.0000 31 2306 -1318.6200 1093.8501 20 2680 -1465.6899 -1045.3000 21 2785 -1561.9700 -889.8000
-6.2285376218e+01 -7.4840577753e+00 -1.4654197905e+02
231 215 189
12 23 1073 -1361.9900 -121.7400 26 1173 -1446.0300 -198.9500 24 970 -1318.3300 113.0699 25 2565 -1385.3101 150.8600 27 672 -1207.0900 279.1400 28 513 -1286.1500 580.8800 22 1673 -1482.7500 -689.6000 29 472 -1274.6200 686.4299 30 189 -1436.0701 970.3601 31 2304 -1347.4500 1079.3401 20 2681 -1501.6000 -1059.0300 21 2783 -1597.3900 -903.3701
-5.7187172398e+01 -7.1942634905e+00 -1.4646965211e+02
130 124 124
12 23 2548 -1232.5200 -127.8300 26 2763 -1313.4299 -202.4900 24 2879 -1189.4900 108.7600 25 2570 -1254.6400 145.0500 27 2466 -1081.1100 276.1799 28 2424 -1156.3201 577.3401 22 3147 -1348.0900 -695.4000 29 2429 -1144.4100 684.8700 30 2185 -1301.1899 971.3701 31 2309 -1214.3900 1082.3899 20 2682 -1365.2800 -1063.9099 21 2787 -1460.1200 -907.1399
-5.5921529883e+01 -7.2487417592e+00 -1.4631084938e+02
97 89 88
